ceeb_id,latitude,longitude,inst,state,country
0.14561581302962656,0.6666666666666666,0.9248747913188649,0.6071428571428571,0.0,0.0
0.10135306869341765,0.3333333333333333,0.8080133555926544,0.7142857142857142,0.0,0.0
0.03663080352730308,0.6666666666666666,0.667779632721202,0.8392857142857142,0.0,0.0
0.03547988027524429,0.6666666666666666,0.667779632721202,0.8392857142857142,0.0,0.0
0.03553627604351206,0.6666666666666666,0.667779632721202,0.8392857142857142,0.0,0.0
0.034747947389073275,0.6666666666666666,0.7429048414023373,0.8392857142857142,0.0,0.0
0.08450774747610224,0.0,0.5191986644407346,0.39285714285714285,0.0,0.0
0.03393575796937354,0.3333333333333333,0.8213689482470785,0.8392857142857142,0.0,0.0
0.0438592887014857,0.3333333333333333,0.07178631051752922,0.0,0.0,0.0
0.04702399927538359,0.6666666666666666,0.5475792988313857,0.08928571428571427,0.0,0.0
0.04424242511059617,0.6666666666666666,0.07178631051752922,0.0,0.0,0.0
0.07478056834108182,0.6666666666666666,0.6811352253756261,0.125,0.0,0.0
0.04347040472834118,0.6666666666666666,0.7278797996661102,0.08928571428571427,0.0,0.0
0.04823526313452264,0.3333333333333333,0.6844741235392321,0.08928571428571427,0.0,0.0
0.046156813513475115,0.3333333333333333,0.6026711185308848,0.0,0.0,0.0
0.054219281688928866,0.3333333333333333,0.4557595993322204,0.0,0.0,0.0
0.1579527124017468,0.6666666666666666,0.7729549248747913,0.625,0.0,0.0
0.048557351510151836,0.0,0.333889816360601,0.0,0.0,0.0
0.053170983749137424,0.0,0.14023372287145242,0.03571428571428571,0.0,0.0
0.04569070987154067,0.0,0.6026711185308848,0.0,0.0,0.0
0.04496807710815531,0.0,0.6026711185308848,0.0,0.0,0.0
0.042610562096556226,0.6666666666666666,0.07178631051752922,0.08928571428571427,0.0,0.0
0.04345707161392065,0.6666666666666666,0.07178631051752922,0.0,0.0,0.0
0.04256465651417951,0.6666666666666666,0.7278797996661102,0.08928571428571427,0.0,0.0
0.054219281688928866,0.3333333333333333,0.4557595993322204,0.0,0.0,0.0
0.056550762968189616,0.6666666666666666,0.09015025041736227,0.08928571428571427,0.0,0.0
0.1925279243349065,0.6666666666666666,0.10517529215358933,0.19642857142857142,0.0,0.0
0.049115491106537235,0.6666666666666666,0.1686143572621035,0.08928571428571427,0.0,0.0
0.04491974732315729,0.6666666666666666,0.18530884808013356,0.08928571428571427,0.0,0.0
0.0496549863809399,0.6666666666666666,0.1969949916527546,0.08928571428571427,0.0,0.0
0.09912209705868191,0.6666666666666666,0.2871452420701169,0.14285714285714285,0.0,0.0
0.04138387149345979,0.6666666666666666,0.7779632721202003,0.6428571428571428,0.0,0.0
0.05328589095341574,0.6666666666666666,0.7829716193656093,0.7321428571428571,0.0,0.0
0.1278304741883578,0.6666666666666666,0.8814691151919867,0.30357142857142855,0.0,0.0
0.13204270254956718,0.6666666666666666,0.4741235392320534,0.30357142857142855,0.0,0.0
0.04621153878575468,0.6666666666666666,0.6026711185308848,0.0,0.0,0.0
0.13320554847088495,0.6666666666666666,0.4741235392320534,0.30357142857142855,0.0,0.0
0.04419656360463087,0.6666666666666666,0.6026711185308848,0.0,0.0,0.0
0.045734036983855475,0.6666666666666666,0.6026711185308848,0.0,0.0,0.0
0.045051117067058666,0.6666666666666666,0.9315525876460768,0.8214285714285714,0.0,0.0
0.12796495131925667,0.6666666666666666,0.9348914858096828,0.30357142857142855,0.0,0.0
0.15514947468080154,0.6666666666666666,0.9432387312186978,0.625,0.0,0.0
0.13267416325616255,0.6666666666666666,0.4741235392320534,0.30357142857142855,0.0,0.0
0.1564593595102406,0.6666666666666666,0.7729549248747913,0.625,0.0,0.0
0.13213074518115375,0.6666666666666666,0.4741235392320534,0.30357142857142855,0.0,0.0
0.12145526205685453,0.6666666666666666,0.00333889816360601,0.30357142857142855,0.0,0.0
0.12112744374775541,0.6666666666666666,0.5976627712854758,0.9642857142857142,0.0,0.0
0.13319102529335902,0.6666666666666666,0.0,0.30357142857142855,0.0,0.0
0.04342568920906986,0.6666666666666666,0.005008347245409015,0.0,0.0,0.0
0.044317575391874975,0.6666666666666666,0.6026711185308848,0.0,0.0,0.0
0.045192073430419644,0.6666666666666666,0.6026711185308848,0.0,0.0,0.0
0.04994040318236115,0.6666666666666666,0.5676126878130218,0.0,0.0,0.0
0.05158264619126385,0.6666666666666666,0.6861435726210351,0.0,0.0,0.0
0.12823236290665863,0.6666666666666666,0.8814691151919867,0.30357142857142855,0.0,0.0
0.04216364932410466,0.6666666666666666,0.0951585976627713,0.6964285714285714,0.0,0.0
0.19291306401691033,0.6666666666666666,0.1001669449081803,0.19642857142857142,0.0,0.0
0.12412230366685995,0.6666666666666666,0.0984974958263773,0.30357142857142855,0.0,0.0
0.12378811631632747,0.6666666666666666,0.0984974958263773,0.30357142857142855,0.0,0.0
0.03702590447826237,0.6666666666666666,0.10684474123539232,0.46428571428571425,0.0,0.0
0.17117197745183033,0.6666666666666666,0.674457429048414,0.625,0.0,0.0
0.12461468125757502,0.6666666666666666,0.11352253756260434,0.30357142857142855,0.0,0.0
0.1550126394618978,0.6666666666666666,0.24373956594323873,0.625,0.0,0.0
0.1277223327132151,0.6666666666666666,0.8113522537562604,0.30357142857142855,0.0,0.0
